Name,Birthname,Gender,Date of Birth,Place of Birth,Timezone,Data Source,Rodden Rating,Collector,Sun Position,Moon Position,Asc pos,Career 
"Valverde Vega, César",,M,8 March 1928 at 22:00(= 10:00 PM ),"San José, Costa Rica,9n56,  84w05",CST h6w (is standard time),Quoted BC/BR,AA,Castellanos,18°21,18°46,21°38, Art 
"Valverde Villena, Diego",Diego Fermin Valverde Villena,M,6 April 1967 at 03:10(= 03:10 AM ),"San Isidro, Peru,12s07,  77w03",-05 h5w (is standard time),BC/BR in hand,AA,Scholfield,15°50,06°51,29°48, Education 
"Valère, Claude",Jean-Claude Alfred Valère,M,24 September 1937 at 04:30(= 04:30 AM ),"Jette, Belgium,50n52,  4e20",WEST h1e (is daylight saving time),Quoted BC/BR,AA,Mandl,00°40,19°39,08°17, Entertainment 
"Valère, Simone",Jeannine Gondolf,F,2 August 1921 at 18:00(= 6:00 PM ),"Paris, France,48n52,  2e20",GDT h1e (is daylight saving time),Quoted BC/BR,AA,De Jabrun,09°49,23°32,28°27, Entertainment 
"Valéry, François",Jean-Louis Mougeot,M,4 August 1954 at 23:59(= 11:59 PM ),"Oran, Algeria,35n43,  0w43",GMT h0e (is standard time),Conflicting/unverified,DD,Lepoivre,12°03,22°31,29°27, Entertain/Music 
"Valéry, Paul","Valéry, Paul Ambrose Toussaint Jules",M,30 October 1871 at 19:00(= 7:00 PM ),"Sète, France,43n24,  3e41",LMT m3e41 (is local mean time),Quoted BC/BR,AA,Gauquelin,06°55,04°17,18°15, Education 
"Vampire, Michael",Michael Orlando,M,20 July 1979 at 03:30(= 03:30 AM ),"New York, New York,40n43,  74w0",EDT h4w (is daylight saving time),From memory,A,Scholfield,27°00,14°11,28°03, Entertain/Music 
"VanBebber, Jim",James Nathan VanBebber,M,24 November 1964 at 05:21(= 05:21 AM ),"Greenville, Ohio,40n06,  84w38",EST h5w (is standard time),News report,A,Scholfield,02°11,08°00,04°56,
"VanDyken, Amy",,F,15 February 1973,"Atlanta, Georgia (US),33n45,  84w23",EST h5w (is standard time),Date w/o time,X,Conrad,,,, Sports 
"VanGundy, Jeff",,M,19 January 1962 at 00:23(= 12:23 AM ),"Hemet, California,33n45,  116w58",PST h8w (is standard time),Quoted BC/BR,AA,Conrad,28°47,12°53,01°06, Sports Business 
"VanHorn, Keith",,M,23 October 1975,"Fullerton, California,33n52,  117w55",PDT h7w (is daylight saving time),Date w/o time,X,Conrad,,,, Sports 
"VanLandingham, Wil","VanLandingham, William Joseph",M,16 July 1970 at 13:06(= 1:06 PM ),"Columbia, Tennessee,35n37,  87w02",CDT h5w (is daylight saving time),From memory,A,Rodden,23°47,25°02,23°43, Sports 
"VanWyngarden, Andrew",Andrew Wells VanWyngarden,M,1 February 1983 at 14:03(= 2:03 PM ),"Columbia, Missouri,38n57,  92w20",CST h6w (is standard time),News report,A,Scholfield,12°24,06°02,00°22, Entertain/Music 
"Van 't Hoff, Jacobus Henricus",,M,30 August 1852 at 23:00(= 11:00 PM ),"Rotterdam, Netherlands,51n55,  4e29",LMT m4e29 (is local mean time),BC/BR in hand,AA,Schepel,07°38,22°36,28°03, Education 
"Van Aal-Pomarès, Henri François","Van Aal, Enrique Francisco",M,4 January 1933 at 12:30(= 12:30 PM ),"Alicante, Spain,38n21,  0w29",GMT h0w (is standard time),Quoted BC/BR,AA,De Marre,13°44,22°59,03°01, Entertainment 
"Van Aasche, Luca",,M,11 May 2004,"Woluwe St.Lambert, Belgium,50n51,  4e24",CEST h2e (is daylight saving time),Date w/o time,X,Astrodienst,,,, Sports 
"Van Acker, Evi",,F,23 September 1985 at 14:37(= 2:37 PM ),"Ghent, Belgium,51n03,  3e43",CEST h2e (is daylight saving time),Quoted BC/BR,AA,Mandl,00°26,26°22,15°26, Sports 
"Van Acker, Flori",Florimond Arthur Joseph Marie v. Acker,M,16 April 1858 at 21:00(= 9:00 PM ),"Bruges, Belgium,51n13,  3e14",LMT m3e14 (is local mean time),BC/BR in hand,AA,Scholfield,26°33,06°24,19°03, Art 
"Van Agt, Dries",Andreas Antonius Maria van Agt,M,2 February 1931 at 10:15(= 10:15 AM ),"Geldrop, Netherlands,51n25,  5e33",LST m4e53 (is standard time),Quoted BC/BR,AA,De Marre,12°36,04°05,05°50, Politics 
"Van Agt, Dries",Andreas Antonius Maria van Agt,M,2 February 1931 at 10:15(= 10:15 AM ),"Geldrop, Netherlands,51n25,  5e33",LST m4e53 (is standard time),Quoted BC/BR,AA,De Marre,12°36,04°05,05°50, Politics 
"Van Allen, James",James Alfred Van Allen,M,7 September 1914,"Mount Pleasant, Iowa,40n58,  91w33",CST h6w (is standard time),Documented source; untimed,AX,Starkman,,,, Education 
"Van Almsick, Franziska",,F,5 April 1978,"Berlin, Germany,52n29,  13e21",MET h1e (is standard time),Date w/o time,X,De Jabrun,,,, Sports 
"Van Arsdale, Dick",Richard Albert Van Arsdale,M,22 February 1943 at 10:38(= 10:38 AM ),"Indianapolis, Indiana,39n46,  86w09",CWT h5w (is war time),BC/BR in hand,AA,Scholfield,03°09,00°36,17°12, Business 
"Van Arsdale, Tom",Thomas Arthur Van Arsdale,M,22 February 1943 at 10:20(= 10:20 AM ),"Indianapolis, Indiana,39n46,  86w09",CWT h5w (is war time),BC/BR in hand,AA,Scholfield,03°08,00°26,10°55, Sports 
"van Asch van Wijck, C. C.",Cornélie Caroline van Asch van Wijck,F,17 October 1900 at 17:30(= 5:30 PM ),"Arnhem, Netherlands,51n59,  5e55",LST m4e53 (is standard time),BC/BR in hand,AA,Scholfield,23°52,20°07,12°46, Art 
"Van Asch van Wijck, Titus",Titus Anthonij Jacob van Asch van Wijck,M,29 August 1849 at 02:30(= 02:30 AM ),"Utrecht, Netherlands,52n06,  5e07",LMT m5e07 (is local mean time),BC/BR in hand,AA,Scholfield,05°35,12°37,07°33, Politics 
"Van Assouw, Patrick",,M,13 March 1969 at 15:00(= 3:00 PM ),"Tilburg, Netherlands,51n34,  5e05",MET h1e (is standard time),Orig source not known,C,De Jabrun,22°49,22°47,15°14,
"van Basten, Marco",,M,31 October 1964 at 10:25(= 10:25 AM ),"Utrecht, Netherlands,52n06,  5e07",MET h1e (is standard time),Orig source not known,C,Astrodienst,07°59,21°47,07°24, Sports 
"Van Beers, Jan",Jean Pierre Aloys van Beers,M,22 February 1821 at 13:30(= 1:30 PM ),"Antwerpen, Belgium,51n13,  4e25",LMT m4e25 (is local mean time),BC/BR in hand,AA,Astrodienst,03°39,03°40,22°21, Education 
"Van Beers, Jan (painter)",Jean Marie Constantin Joseph van Beers,M,27 March 1852 at 22:00(= 10:00 PM ),"Lier, Belgium,51n08,  4e34",LMT m4e34 (is local mean time),BC/BR in hand,AA,Gauquelin,07°23,26°04,16°07, Art 
"Van Berg, Jack",John Charles Van Berg,M,7 June 1936 at 20:00(= 8:00 PM ),"Columbus, Nebraska,41n26,  97w22",CST h6w (is standard time),Rectified from approx. time,C,Scholfield,17°05,21°02,18°03, Sports 
"van Bijlevelt, Hendrik Frederik Carel",,M,6 June 1845 at 01:00(= 01:00 AM ),"Zwolle, Netherlands,52n31,  6e06",LMT m6e06 (is local mean time),BC/BR in hand,AA,Scholfield,15°07,25°46,28°13, Military 
"Van Brussel, Marianne",,F,28 November 1969 at 17:35(= 5:35 PM ),"Hamme, Belgium,51n06,  4e08",CET h1e (is standard time),Quoted BC/BR,AA,Mandl,06°17,28°38,23°06, Sports 
"Van Buren, Abigail",Pauline Esther Friedman,F,3 July 1918 at 10:09(= 10:09 AM ),"Sioux City, Iowa,42n30,  96w24",CWT h5w (is war time),Accuracy in question,C,Steinbrecher,10°51,10°50,00°14, Writers 
"Van Buren, Martin",,M,5 December 1782,"Kinderhook, USA,42n23,  73w41",LMT m73w42 (is local mean time),Date w/o time,X,Doane,,,, Politics 
"Van Cauwelaert, Didier","Van Cauwelaert, Didier Rene",M,29 July 1960 at 21:20(= 9:20 PM ),"Nice, France,43n42,  7e15",MET h1e (is standard time),Quoted BC/BR,AA,Petitallot,06°41,15°56,11°10, Writers 
"Van Cauwenbergh, Daisy",,F,24 August 1968 at 21:40(= 9:40 PM ),"Leuven, Belgium,50n53,  4e42",MET h1e (is standard time),Quoted BC/BR,AA,Bordoni,01°43,12°25,08°40, Beauty 
"Van Cleef, Lee","Clarence LeRoy Van Cleef, Jr.",M,9 January 1925 at 05:00(= 05:00 AM ),"Somerville, New Jersey,40n34,  74w37",EST h5w (is standard time),Quoted BC/BR,AA,Gauquelin,18°39,11°05,14°20, Entertainment 
"Van Coile, Albert",Albert August Henri Van Coile,M,27 March 1900 at 22:00(= 10:00 PM ),"Bruges, Belgium,51n13,  3e14",GMT h0e (is standard time),BC/BR in hand,AA,Scholfield,06°47,25°12,17°56, Sports 
"Van Coppenolle, Maurits",Maurce Aril Albert Van Coppenolle,M,22 July 1910 at 16:00(= 4:00 PM ),"Sint Andries, Belgium,51n12,  3e10",GMT h0e (is standard time),BC/BR in hand,AA,Scholfield,28°56,02°41,05°39, Humanities+Social Sciences 
"Van Cottom, Joseph",Karel Frans Josef Vancottom,M,5 September 1898 at 03:00(= 03:00 AM ),"Bruxelles, Belgium,50n50,  4e20",WET h0e (is standard time),Quoted BC/BR,AA,Bessiere,12°33,10°35,20°05, Writers 
"Van Courtland, Walter R.",Walter Richard Van Courtland,M,18 February 1916 at 22:20(= 10:20 PM ),"Tiffin, Ohio,41n07,  83w11",CST h6w (is standard time),Accuracy in question,C,Rodden,29°12,00°06,01°10, Education 
"Van Daele, Leon",,M,24 February 1933 at 08:00(= 08:00 AM ),"Brugge, Belgium,51n13,  3e14",GMT h0w (is standard time),Quoted BC/BR,AA,Gauquelin,05°17,02°50,16°19, Sports 
"Van Dam, Danielle",,F,22 September 1994,"San Diego, California,32n43,  117w09",PDT h7w (is daylight saving time),Date w/o time,X,Rodden,,,,
"van Dam, José","Joseph Libert Alfred, baron Van Damme",M,25 August 1940 at 13:40(= 1:40 PM ),"Ixelles, Belgium,50n50,  4e22",CEST h2e (is daylight saving time),Quoted BC/BR,AA,Mandl,02°06,24°37,14°31, Entertain/Music 
"van Dam, José","Joseph Libert Alfred, baron Van Damme",M,25 August 1940 at 13:40(= 1:40 PM ),"Ixelles, Belgium,50n50,  4e22",CEST h2e (is daylight saving time),Quoted BC/BR,AA,Mandl,02°06,24°37,14°31, Entertain/Music 
"van Dam, Wim",,M,26 July 1950 at 14:11(= 2:11 PM ),"Haarlem, Netherlands,52n23,  4e38",MET h1e (is standard time),From memory,A,Astrodienst,02°58,27°54,08°53, Education 
"Van Dam-Groeneveld, Catharina",Catharina Angenita Groeneveld,F,20 November 1887 at 02:00(= 02:00 AM ),"Leiden, Netherlands,52n10,  4e30",LMT m4e30 (is local mean time),BC/BR in hand,AA,Scholfield,27°27,29°50,29°08,
"Van Damme, Ivo",,M,21 February 1954 at 11:45(= 11:45 AM ),"Dendermonde, Belgium,51n02,  4e07",MET h1e (is standard time),Quoted BC/BR,AA,Mandl,02°17,12°42,18°47, Sports 
"Van Damme, Jean-Claude",Jean-Claude Camille François Van Varenberg,M,18 October 1960 at 06:45(= 06:45 AM ),"Berchem Ste.Agathe, Belgium,50n52,  4e17",MET h1e (is standard time),Quoted BC/BR,AA,de Jabrun,24°51,26°52,19°20, Beauty 
"Van Damme, Johannes",,M,1 June 1935 at 14:45(= 2:45 PM ),"Middelburg, Netherlands,51n30,  3e37",LST m19e53 (is daylight saving time),Quoted BC/BR,AA,Petitallot,10°07,12°59,02°53, Engineer 
"Van Daële, Edmond",Edmond Jean Adolphe Minckwitz,M,11 August 1884 at 04:00(= 04:00 AM ),"Paris Arrondissement 9, France,48n5221,  2e2025",LMT m2e2025 (is local mean time),Quoted BC/BR,AA,Mandl,18°50,10°27,09°20, Entertainment 
"Van Den Abeele, Peter","Van den Abeele, Peter Julien Anna",M,1 May 1966 at 09:00(= 09:00 AM ),"Gent, Belgium,51n03,  3e43",MET h1e (is standard time),Quoted BC/BR,AA,Mandl,10°30,23°02,12°48, Sports 
"Van Den Berg, Jan H",Jan Hendrik van den Berg,M,11 June 1914 at 11:00(= 11:00 AM ),"Deventer, Netherlands,52n16,  6e10",LST m4e53 (is standard time),Quoted BC/BR,AA,Koppejan,19°39,01°37,12°43, Education 
"Van Depoele, Charles Joseph",Carolus Josephus Vandepoele,M,27 April 1846 at 13:00(= 1:00 PM ),"Lichtervelde, Belgium,51n02,  3e09",LMT m3e09 (is local mean time),BC/BR in hand,AA,Scholfield,06°51,29°25,01°49, Engineer 
"Van Der Coghen, Piotr",,M,23 February 1953 at 03:00(= 03:00 AM ),"Krynica, Poland,49n25,  20e56",MET h1e (is standard time),Bio/autobiography,B,PTA,04°10,01°39,23°57, Politics 
"Van Der Elst, Franky",,M,30 April 1961 at 06:30(= 06:30 AM ),"Ninove, Belgium,50n50,  4e01",MET h1e (is standard time),Quoted BC/BR,AA,Mandl,09°38,02°48,04°37, Sports 
"Van der Heyden, Stephan",,M,3 July 1969 at 23:15(= 11:15 PM ),"Sint Gillis Waas, Belgium,51n13,  4e08",MET h1e (is standard time),Quoted BC/BR,AA,Mandl,11°46,08°48,06°11, Sports 
"Van Der Post, Laurens",,M,13 December 1906 at 02:00(= 02:00 AM ),"Philippolis, South Africa,30s19,  25e13",EET h2e (is standard time),Accuracy in question,C,Fisher,20°05,10°40,22°59, Military 
"Van Der Post, Laurens",,M,13 December 1906 at 02:00(= 02:00 AM ),"Philippolis, South Africa,30s19,  25e13",EET h2e (is standard time),Accuracy in question,C,Fisher,20°05,10°40,22°59, Military 
"Van Deusen, Edmond",,M,13 December 1923 at 00:15(= 12:15 AM ),"Ch'ingtao (Shandong), China,36n06,  120e19",LMT m120e19 (is local mean time),From memory,A,Rodden,19°37,21°04,25°06, Writers 
"van Deyssel, Lodewijk",Karel Joan Lodewijk Alberdingk Thijm,M,22 September 1864 at 21:30(= 9:30 PM ),"Amsterdam, Netherlands,52n22,  4e54",LST m4e53 (is standard time),BC/BR in hand,AA,Koppejan,00°05,01°11,28°50, Writers 
"Van Diest, Isala","Van Diest, Anne Catherine Albertine Isala",F,7 May 1842 at 04:00(= 04:00 AM ),"Leuven, Belgium,50n53,  4e42",LMT m4e42 (is local mean time),Quoted BC/BR,AA,Michiels,16°09,06°55,02°18, Medical 
"van Dijk, Klaas",Klaas Hendrik van Dijk,M,29 September 1913 at 03:00(= 03:00 AM ),"Groningen, Netherlands,53n1208,  6e3309",LST m4e53 (is standard time),BC/BR in hand,AA,Scholfield,05°21,19°49,05°11, Art 
"van Dijk, Ko",,M,25 July 1916 at 17:00(= 5:00 PM ),"Amsterdam, Netherlands,52n22,  4e54",LST m19e53 (is daylight saving time),Orig source not known,C,Lescaut,02°19,14°05,04°54, Entertainment 
"van Dommelen-Hamer, Johanna",Johanna Hendrika Hamer,F,20 October 1885 at 00:05(= 12:05 AM ),"Groesbeek, Netherlands,51n47,  5e55",LMT m5e55 (is local mean time),From memory,A,Scholfield,26°46,10°04,17°58,
"Van Doren, Mamie",Joan Lucille Olander,F,6 February 1931 at 17:00(= 5:00 PM ),"Rowena, South Dakota,43n31,  96w33",CST h6w (is standard time),BC/BR in hand,AA,Przybylowski,17°13,12°13,09°51, Beauty 
"Van Dormael, Jaco","Van Dormael, Jacques",M,9 February 1957 at 19:40(= 7:40 PM ),"Ixelles, Belgium,50n50,  4e22",MET h1e (is standard time),Orig source not known,C,Petitallot,20°46,13°02,11°30, Entertain/Business 
"Van Driessche, Jaak",,M,7 March 1969 at 04:28(= 04:28 AM ),"Gent, Belgium,51n03,  3e43",MET h1e (is standard time),Quoted BC/BR,AA,Mandl,16°23,22°20,07°39, Sports 
"van Duin, André",Adrianus Marinus Kloot,M,20 February 1947 at 12:45(= 12:45 PM ),"Rotterdam, Netherlands,51n55,  4e29",MET h1e (is standard time),Orig source not known,C,Lescaut,01°00,24°08,03°30, Entertainment 
"van Duin, André",Adrianus Marinus Kloot,M,20 February 1947 at 12:45(= 12:45 PM ),"Rotterdam, Netherlands,51n55,  4e29",MET h1e (is standard time),Orig source not known,C,Lescaut,01°00,24°08,03°30, Entertainment 
"Van Dusen, Granville",,M,16 March 1944 at 18:14(= 6:14 PM ),"Grand Rapids, Minnesota,47n14,  93w32",CWT h5w (is war time),Quoted BC/BR,AA,LMR,26°15,15°33,14°43, Entertainment 
"Van Dyck, Anthony",,M,22 March 1599 (greg.) at 12:00(= 12:00 noon ),"Antwerp, Belgium,51n13,  4e25",LMT m4e25 (is local mean time),Conflicting/unverified,DD,Rodden,01°21,05°53,25°58, Art 
"Van Dyck, Anthony",,M,22 March 1599 (greg.) at 12:00(= 12:00 noon ),"Antwerp, Belgium,51n13,  4e25",LMT m4e25 (is local mean time),Conflicting/unverified,DD,Rodden,01°21,05°53,25°58, Art 
"Van Dyk, Ted",,M,6 October 1934 at 09:00(= 09:00 AM ),"Bellingham, Washington,48n46,  122w29",PST h8w (is standard time),Bio/autobiography,B,Scholfield,12°45,20°30,11°28, Politics 
"Van Dyke, Dick",Richard Wayne Van Dyke,M,13 December 1925 at 21:00(= 9:00 PM ),"West Plains, Missouri,36n44,  91w51",CST h6w (is standard time),Rectified from approx. time,C,Scholfield,21°37,29°11,15°29, Art 
"Van Dyke, Jerry",Gerry McCord Van Dyke,M,27 July 1931,"Danville, Illinois,40n07,  87w38",CST h6w (is standard time),Date w/o time,X,Przybylowski,,,, Entertainment 
"Van Dyke, Jessica",Jessica Lee Van Dyke,F,1 January 1974 at 01:09(= 01:09 AM ),"Phoenix, Arizona,33n27,  112w04",MST h7w (is standard time),News report,A,Rodden,10°32,05°37,17°34,
"Van Dyke, Jessica",Jessica Lee Van Dyke,F,1 January 1974 at 01:09(= 01:09 AM ),"Phoenix, Arizona,33n27,  112w04",MST h7w (is standard time),News report,A,Rodden,10°32,05°37,17°34,
"Van Dyke, Marcia",Marcia Evelyn Van Dyke,F,26 March 1922 at 15:00(= 3:00 PM ),"Grants Pass, Oregon,42n26,  123w20",PST h8w (is standard time),BC/BR in hand,AA,Scholfield,05°30,18°14,25°17, Entertainment 
"Van Dyke, Dick",Richard Wayne Van Dyke,M,13 December 1925 at 21:00(= 9:00 PM ),"West Plains, Missouri,36n44,  91w51",CST h6w (is standard time),Rectified from approx. time,C,Scholfield,21°37,29°11,15°29, Art 
"Van Dyke, Tyler",,M,1 March 2001 at 22:30(= 10:30 PM ),"Glastonbury, Connecticut,41n43,  72w37",EST h5w (is standard time),News report,A,Scholfield,11°37,29°57,08°57, Sports 
"Van Eeckhoute, Joël",Joël Christian Gaston Van Eeckhoutte,M,9 January 1958 at 04:40(= 04:40 AM ),"Beaumont le Roger, France,49n05,  0e47",MET h1e (is standard time),BC/BR in hand,AA,Geslain,18°23,02°50,23°27, Sports 
"Van Eeckhoute, Joël",Joël Christian Gaston Van Eeckhoutte,M,9 January 1958 at 04:40(= 04:40 AM ),"Beaumont le Roger, France,49n05,  0e47",MET h1e (is standard time),BC/BR in hand,AA,Geslain,18°23,02°50,23°27, Sports 
"Van Eersel, Patrice","Van Eersel, Patrice Jean Marie Charles",M,30 January 1949 at 18:55(= 6:55 PM ),"Safi, Morocco,32n20,  9w17",GMT h0w (is standard time),Quoted BC/BR,AA,Petitallot,10°35,29°14,21°09, Writers 
"van Ees, Annie",Johanna Martina van Ees,F,30 October 1893 at 22:40(= 10:40 PM ),"Leiden, Netherlands,52n10,  4e30",LST m4e53 (is standard time),Orig source not known,C,Lescaut,07°44,24°31,10°40, Entertainment 
"van Ees, Jan",,M,2 March 1896 at 06:30(= 06:30 AM ),"Leiden, Netherlands,52n10,  4e30",LST m4e53 (is standard time),Quoted BC/BR,AA,Gauquelin,12°12,16°32,00°52, Entertainment 
"van Elmpt, A.Th.",Antonius Theodorus van Elmpt,M,12 July 1866 at 12:00(= 12:00 noon ),"Groningen, Netherlands,53n1208,  6e3309",LMT m6e3309 (is local mean time),BC/BR in hand,AA,Scholfield,19°49,23°11,13°53, Building Trades 
"Van Engelenhoven, Jim",James Lee Van Engelenhoven,M,8 September 1943 at 15:10(= 3:10 PM ),"Oskaloosa, Iowa,41n18,  92w39",CWT h5w (is war time),BC/BR in hand,AA,Scholfield,15°18,02°19,25°01, Politics 
"Van Es, JohnJay",Jantje Van Es,M,4 September 1968 at 03:00(= 03:00 AM ),"Los Angeles, California,34n03,  118w15",PDT h7w (is daylight saving time),From memory,A,Scholfield,11°55,10°17,27°57, Entertainment 
"Van Exel, Nickey","Van Exel, Nickey Maxwell",M,27 November 1971 at 10:05(= 10:05 AM ),"Kenosha, Wisconsin,42n35,  87w49",CST h6w (is standard time),BC/BR in hand,AA,Conrad,04°45,00°37,15°37, Sports 
"Van Eyck, Peter",,M,16 July 1913 at 11:10(= 11:10 AM ),"Steinwehr, Germany,52n59,  14e32",MET h1e (is standard time),Orig source not known,C,Taeger,23°15,01°53,07°23, Entertainment 
"Van Eysselsteijn, Ben",,M,22 January 1898 at 20:00(= 8:00 PM ),"Hellevoetsluis, Netherlands,51n50,  4e08",LST m4e53 (is standard time),Quoted BC/BR,AA,Gauquelin,02°52,09°48,09°58, Writers 
"van Gaal, Louis",,M,8 August 1951 at 17:30(= 5:30 PM ),"Amsterdam, Netherlands,52n22,  4e54",MET h1e (is standard time),From memory,A,Lepoivre,15°19,22°15,25°09, Sports 
"Van Gent, Robert",,M,21 October 1953 at 08:45(= 08:45 AM ),"Dordrecht, Netherlands,51n48,  4e40",MET h1e (is standard time),Bio/autobiography,B,Starkman,27°37,10°19,12°11, Science 
"Van Goethem, Marie",M.Geneviève Van Goethem,F,7 June 1865 at 05:30(= 05:30 AM ),"Paris Arrondissement 9, France,48n5221,  2e2025",LMT m2e2025 (is local mean time),Orig source not known,C,de Jabrun,16°25,20°59,07°00, Beauty 
"Van Gogh, Theo (1957)",Theodoor Van Gogh,M,23 July 1957 at 12:12(= 12:12 PM ),"The Hague, Netherlands,52n06,  4e18",MET h1e (is standard time),From memory,A,van Sanden,00°19,10°23,16°14, Entertain/Business 
"Van Gogh, Theo (1857)",Theodorus Van Gogh,M,1 May 1857 at 03:30(= 03:30 AM ),"Zundert, Netherlands,51n28,  4e40",LMT m4e40 (is local mean time),BC/BR in hand,AA,Steinbrecher,10°40,12°07,03°36, Art 
"Van Gogh, Theo (1957)",Theodoor Van Gogh,M,23 July 1957 at 12:12(= 12:12 PM ),"The Hague, Netherlands,52n06,  4e18",MET h1e (is standard time),From memory,A,van Sanden,00°19,10°23,16°14, Entertain/Business 
"Van Gogh, Theo (1857)",Theodorus Van Gogh,M,1 May 1857 at 03:30(= 03:30 AM ),"Zundert, Netherlands,51n28,  4e40",LMT m4e40 (is local mean time),BC/BR in hand,AA,Steinbrecher,10°40,12°07,03°36, Art 
"Van Gogh, Vincent",Vincent Willem Van Gogh,M,30 March 1853 at 11:00(= 11:00 AM ),"Zundert, Netherlands,51n28,  4e40",LMT m4e40 (is local mean time),BC/BR in hand,AA,Gauquelin,09°39,20°44,21°09, Art 
"van Goltstein, Jan Karel",Jan Karel Baron van Goltstein,M,31 May 1794 at 06:00(= 06:00 AM ),"Arnhem, Netherlands,51n59,  5e55",LMT m5e55 (is local mean time),Bio/autobiography,B,Scholfield,09°53,08°07,10°53, Law 
"van Gulik, Robert",,M,9 August 1910 at 06:25(= 06:25 AM ),"Zutphen, Netherlands,52n09,  6e12",LST m4e53 (is standard time),Quoted BC/BR,AA,Taeger,15°46,03°33,05°11, Politics 
"van Gysel, Jan-Baptist",,M,12 March 1885 at 14:00(= 2:00 PM ),"Zemst, Belgium,50n59,  4e28",BMT m4e2230 (is standard time),Quoted BC/BR,AA,Mandl,22°10,03°37,10°54, Business 
"Van Halen, Eddie",Edward Lodewijk Van Halen,M,26 January 1955 at 01:05(= 01:05 AM ),"Amsterdam, Netherlands,52n22,  4e54",MET h1e (is standard time),Quoted BC/BR,AA,Schepel,05°16,28°50,28°16, Entertain/Music 
"Van Halen, Wolfgang",Wolfgang William Van Halen,M,16 March 1991 at 18:56(= 6:56 PM ),"Santa Monica, California,34n01,  118w29",PST h8w (is standard time),Quoted BC/BR,AA,Scholfield,26°01,05°51,08°11, Entertain/Music 
"Van Hamme, Thomas",,M,10 February 1969 at 16:50(= 4:50 PM ),"Ixelles, Belgium,50n50,  4e22",MET h1e (is standard time),BC/BR in hand,AA,Dekoster,21°45,00°16,12°12, Entertainment 
"van Hasselt, Barthold Theodoor Willem",Barthold Theodoor Wilhelm van Hasselt,M,7 November 1896 at 22:00(= 10:00 PM ),"Leiden, Netherlands,52n10,  4e30",LST m4e53 (is standard time),BC/BR in hand,AA,Scholfield,16°01,22°12,09°22, Business 
"van Hattum, Jacob",,M,10 February 1900 at 21:00(= 9:00 PM ),"Wommels, Netherlands,53n07,  5e35",LST m4e53 (is standard time),Quoted BC/BR,AA,Gauquelin,21°42,10°42,04°15, Writers 
"van Herwijnen, Carol",,M,21 June 1941 at 06:30(= 06:30 AM ),"Laren, Netherlands,52n15,  5e13",MEDT h2e (is daylight saving time),Accuracy in question,C,Schepel,29°24,18°57,13°23, Entertainment 
"van Heuven Goedhart, Gerrit Jan",Gerrit Jan Goedhart,M,19 March 1901 at 07:00(= 07:00 AM ),"Bussum, Netherlands,52n17,  5e10",LST m4e53 (is standard time),BC/BR in hand,AA,Astrodienst,27°59,10°20,27°12, Law 
"Van Himst, Paul",,M,8 October 1943 at 06:00(= 06:00 AM ),"Sint Pieters Leeuw, Belgium,50n47,  4e14",CET h1e (is standard time),Quoted BC/BR,AA,Bordoni,14°03,01°59,03°42, Sports 
"Van Hoddis, Jakob",Hans Davidsohn,M,16 May 1887 at 04:45(= 04:45 AM ),"Berlin, Germany,52n29,  13e21",LMT m13e21 (is local mean time),Quoted BC/BR,AA,Scholfield,24°56,09°22,07°37, Writers 
WEN Zoë,,F,16 April 1970 at 23:35(= 11:35 PM ),"New York, New York,40n43,  74w00",EST h5w (is standard time),Quoted BC/BR,AA,Rodden,26°45,05°12,27°56, Business 
Wa Wa Chaw,Bonita Wa Wa Calachaw Nuñez,F,25 December 1988 at 12:00(= 12:00 noon ),"Valley Center, California,33n13,  117w02",PST h8w (is standard time),From memory,A,Scholfield,04°16,05°16,11°23, Art 
"Waadeland, Gudrun",,F,3 August 1937 at 20:10(= 8:10 PM ),"Oslo, Norway,59n55,  10e45",MET h1e (is standard time),BC/BR in hand,AA,Viktor,11°00,04°34,27°29, Business 
"Waage, Anders",,M,18 May 1948 at 14:30(= 2:30 PM ),"Oslo, Norway,59n55,  10e45",CET h1e (is standard time),BC/BR in hand,AA,Viktor,27°30,00°49,29°37, Education 
"Waage, Peter",Peter Normann Waage,M,26 June 1953 at 22:05(= 10:05 PM ),"Oslo, Norway,59n55,  10e45",CET h1e (is standard time),BC/BR in hand,AA,Viktor,04°56,01°30,14°18, Humanities+Social Sciences 
"Waage, Peter",Peter Normann Waage,M,26 June 1953 at 22:05(= 10:05 PM ),"Oslo, Norway,59n55,  10e45",CET h1e (is standard time),BC/BR in hand,AA,Viktor,04°56,01°30,14°18, Humanities+Social Sciences 
"Waaktaar-Savoy, Paul",Pål Waaktaar Gamst,M,6 September 1961 at 03:00(= 03:00 AM ),"Oslo, Norway,59n55,  10e45",CEST h2e (is daylight saving time),BC/BR in hand,AA,Viktor,13°12,29°00,11°03, Art 
"Waal, Nic",Caroline Schweigaard Nicolaysen,F,1 January 1905 at 04:00(= 04:00 AM ),"Oslo, Norway,59n55,  10e45",MET h1e (is standard time),BC/BR in hand,AA,Viktor,10°03,12°04,10°40, Healing Fields 
"Waalkes, Otto",Otto Gerhard Waalkes,M,22 July 1948 at 17:45(= 5:45 PM ),"Emden, Germany,53n22,  7e12",MEDT h2e (is daylight saving time),Quoted BC/BR,AA,Gregor,29°42,16°52,04°32, Entertainment 
